iter	Logloss
252	0.009847683533
253	0.009847491721
254	0.009842840724
255	0.009841262787
256	0.009829346678
257	0.009827781563
258	0.009827543177
259	0.009826024325
260	0.009825877927
261	0.009823663976
262	0.009822427885
263	0.009821613556
264	0.00982142155
265	0.009820783944
266	0.009816579363
267	0.00981552617
268	0.009814512677
269	0.009814316026
270	0.009814169969
271	0.009813199471
272	0.009811760194
273	0.009810126841
274	0.009809198027
275	0.009808976966
276	0.009808854227
277	0.0098050133
278	0.009804124846
279	0.009802741127
280	0.009802611996
281	0.009801760086
282	0.009800418159
283	0.009799599013
284	0.009799516826
285	0.009798460395
286	0.009798044067
287	0.009797864855
288	0.009797732101
289	0.00979734125
290	0.009797240578
291	0.009796455344
292	0.009794676503
293	0.009794121437
294	0.009793377353
295	0.009789991021
296	0.009789039852
297	0.009788321181
298	0.009788237146
299	0.009786994837
300	0.009786302919
301	0.009785920244
302	0.009785250485
303	0.009784046731
304	0.009783400365
305	0.009779532239
306	0.00976905152
307	0.009768421951
308	0.009767402498
309	0.009767031681
310	0.009766613202
311	0.009763565002
312	0.009763227728
313	0.009762828112
314	0.009761685044
315	0.00976032908
316	0.009759221228
317	0.009756257318
318	0.009755869188
319	0.009753037479
320	0.009751780831
321	0.009751184308
322	0.009750120158
323	0.009747103408
324	0.009744314631
325	0.009743970612
326	0.009743654565
327	0.009742625487
328	0.00974219791
329	0.009739557883
330	0.009739236799
331	0.009736525379
332	0.00973644419
333	0.009736063744
334	0.009733595757
335	0.009733056828
336	0.009732533693
337	0.009732170957
338	0.009731205809
339	0.009728681561
340	0.009727700397
341	0.009724676951
342	0.00972377276
343	0.009723417349
344	0.009722290722
345	0.009719973879
346	0.009717794908
347	0.009717314474
348	0.009715263515
349	0.009715087376
350	0.009714729698
351	0.009714593662
352	0.009712334493
353	0.009708972095
354	0.009708121554
355	0.009707080892
356	0.009706087332
357	0.009705137183
358	0.009704227077
359	0.009703353945
360	0.009703025874
361	0.009702578132
362	0.009701741177
363	0.009701579326
364	0.009700774359
365	0.009699703033
366	0.009697481267
367	0.009697347454
368	0.009695323122
369	0.009693437186
370	0.009690752518
371	0.009689787495
372	0.009689122275
373	0.00968814784
374	0.009685041116
375	0.009682479088
376	0.009681787983
377	0.009679494069
378	0.009678894229
379	0.009678119215
380	0.009677543189
381	0.009676993391
382	0.009676582043
383	0.009674611985
384	0.00967397994
385	0.009672317154
386	0.009671948743
387	0.009671054895
388	0.00967018837
389	0.009667283756
390	0.009666471548
391	0.009666363552
392	0.009663959106
393	0.009663854082
394	0.009663066837
395	0.009660369094
396	0.009659620871
397	0.009659011149
398	0.00965877669
399	0.009656889221
400	0.009655776217
401	0.009655067009
402	0.00965456977
403	0.009652284386
404	0.009650093191
405	0.009649793384
406	0.00964942049
407	0.009649226418
408	0.009648864539
409	0.009648191915
410	0.009648094897
411	0.009646641946
412	0.009646078949
413	0.009643996116
414	0.009643354656
415	0.009643168194
416	0.00964243274
417	0.009641821389
418	0.009641737099
419	0.009639746994
420	0.009638131323
421	0.009637692484
422	0.009637584395
423	0.009637011317
424	0.009636932094
425	0.009636838665
426	0.009636259131
427	0.009634360449
428	0.009633832023
429	0.009632514614
430	0.009632011234
431	0.009630273097
432	0.009629761012
433	0.009629266544
434	0.009628599882
435	0.009628162108
436	0.009626551102
437	0.00962631737
438	0.009626004294
439	0.009625751867
440	0.009625340832
441	0.009624953816
442	0.009622624897
443	0.009620849297
444	0.00962020206
445	0.009619731548
446	0.009617420597
447	0.009615967447
448	0.009614276437
449	0.009613262297
450	0.009612872759
451	0.009611249071
452	0.009609686103
453	0.009609544146
454	0.009609390705
455	0.009607400524
456	0.009605354514
457	0.009604924608
458	0.009604508979
459	0.009604106682
460	0.009601873976
461	0.009600024237
462	0.009599972574
463	0.00959951897
464	0.009598383057
465	0.009597312601
466	0.009596934503
467	0.009596809587
468	0.009595324119
469	0.009595005046
470	0.009594639815
471	0.009594411756
472	0.009593859219
473	0.009593788593
474	0.009593439218
475	0.0095931092
476	0.009592293462
477	0.009591418264
478	0.009586852681
479	0.009586095342
480	0.009581888011
481	0.009581562526
482	0.009577341016
483	0.009576586999
484	0.009576496932
485	0.009574898266
486	0.009573086987
487	0.009571705901
488	0.009571329823
489	0.009571013714
490	0.009568157091
491	0.009567655741
492	0.009567367997
493	0.009566660913
494	0.009566365119
495	0.009566076665
496	0.009565406325
497	0.00956372527
498	0.00956353264
499	0.009563258881
500	0.009562991445
501	0.00956273002
502	0.009562148041
503	0.009560548058
504	0.009559205326
505	0.009558929577
506	0.009558874045
507	0.009558629176
508	0.009557992561
509	0.009556424188
510	0.009556159456
511	0.009555565858
512	0.009553779152
513	0.009552778449
514	0.009551832892
515	0.009551299981
516	0.009549621984
517	0.009549582514
518	0.009548976684
519	0.009548926148
520	0.009548879079
521	0.009548650849
522	0.009548074404
523	0.009547788388
524	0.009547618842
525	0.009547577085
526	0.009547027554
527	0.009546865708
528	0.009546685574
529	0.009546471903
530	0.009546322279
531	0.009546177893
532	0.009545970701
533	0.009545928696
534	0.009545725467
535	0.009545685034
536	0.009545645988
537	0.009545128356
538	0.009542445492
539	0.00954241396
540	0.009542025421
541	0.009529539052
542	0.009529343934
543	0.00952924283
544	0.009529088065
545	0.009527277321
546	0.009527047214
547	0.009526829103
548	0.009526788127
549	0.009526426088
550	0.009524992345
551	0.009524364063
552	0.009522133341
553	0.009521600486
554	0.009520639131
555	0.00952013973
556	0.009519956755
557	0.009519908408
558	0.009519870896
559	0.009519691832
560	0.009519516193
561	0.009519475512
562	0.009519275782
563	0.009519243592
564	0.009519119687
565	0.009518055443
566	0.009515650151
567	0.009515180104
568	0.009514947122
569	0.009514869771
570	0.009514424233
571	0.009514259967
572	0.00951422879
573	0.009514005192
574	0.009512538138
575	0.00951250474
576	0.00951234639
577	0.009512230958
578	0.009512201237
579	0.009511948884
580	0.009511611202
581	0.009511534995
582	0.009511362746
583	0.009511150195
584	0.0095108313
585	0.009510422399
586	0.009510391569
587	0.009507010327
588	0.009506315836
589	0.00950628608
590	0.009504921085
591	0.009504778547
592	0.009502514412
593	0.009502132151
594	0.009501681065
595	0.009494065359
596	0.009493173578
597	0.009493096544
598	0.009492957356
599	0.009492678044
600	0.009492603462
601	0.009491761457
602	0.009491502136
603	0.009491430081
604	0.009491400436
605	0.009491372041
606	0.009491182628
607	0.009491051976
608	0.009489769369
609	0.009489700878
610	0.009488414927
611	0.009488310605
612	0.009488043682
613	0.009480655098
614	0.009480012587
615	0.009479669957
616	0.009479545927
617	0.00947824868
618	0.009477641007
619	0.009477525603
620	0.009477352133
621	0.009477267402
622	0.00947709631
623	0.009477069719
624	0.0094757283
625	0.009473112213
626	0.009471934232
627	0.009463697391
628	0.009461923956
629	0.00946185321
630	0.009461613701
631	0.009461493088
632	0.009461255804
633	0.009461147144
634	0.009460929763
635	0.009460697525
636	0.009460669496
637	0.009460441741
638	0.009460375652
639	0.009460262354
640	0.009460229294
641	0.00945827508
642	0.00945823808
643	0.009456401797
644	0.009456375538
645	0.009456155731
646	0.009449732675
647	0.009449517563
648	0.009449421507
649	0.009447677646
650	0.009447652258
651	0.009447442684
652	0.009447049054
653	0.009447023817
654	0.009445124026
655	0.009445101593
656	0.009445030743
657	0.009444826261
658	0.009436065303
659	0.00943595439
660	0.009428576853
661	0.009421352749
662	0.009416141077
663	0.009413635657
664	0.009412080553
665	0.009411866159
666	0.009411537144
667	0.00941150886
668	0.009411105365
669	0.009410797126
670	0.00941041264
671	0.009409868236
672	0.009409837072
673	0.009409457398
674	0.009409434984
675	0.009409071137
676	0.009408721823
677	0.009408656094
678	0.009407210793
679	0.009405379062
680	0.009405301724
681	0.009405125133
682	0.009405104069
683	0.009404930725
684	0.009403326118
685	0.009400469454
686	0.009400377275
687	0.009400314104
688	0.009398276532
689	0.00939762826
690	0.009397566545
691	0.009396353748
692	0.009394900795
693	0.009394836403
694	0.009394670544
695	0.009393303231
696	0.009392827956
697	0.00939203231
698	0.009391869821
699	0.009385365226
700	0.009382760905
701	0.009382271173
702	0.00937790918
703	0.009377817
704	0.009376538089
705	0.009373953442
706	0.00937388939
707	0.009373130844
708	0.009372661255
709	0.00937251462
710	0.009372359859
711	0.009371157082
712	0.0093705882
713	0.00937043642
714	0.009370414008
715	0.009369966308
716	0.009369945158
717	0.009369924854
718	0.009369860442
719	0.009369712553
720	0.009369650016
721	0.009369264058
722	0.009368231579
723	0.009367083618
724	0.009366660923
725	0.009366642994
726	0.009366204808
727	0.009366060519
728	0.009364292763
729	0.00936313337
730	0.009362853768
731	0.009361847103
732	0.009360711459
733	0.009354226051
734	0.009353480083
735	0.009353059032
736	0.009352041187
737	0.009351629587
738	0.009351610507
739	0.009351551925
740	0.009351495522
741	0.009351478638
742	0.009347481295
743	0.009347463206
744	0.009347205408
745	0.009347069801
746	0.009346362321
747	0.009345739048
748	0.009345493791
749	0.009345469013
750	0.009345453456
751	0.009345438408
752	0.00934517234
753	0.009345146356
754	0.009342483037
755	0.009342265346
756	0.009342230152
757	0.009342182812
758	0.009342130304
759	0.009341893799
760	0.009341768457
761	0.009341754429
762	0.009341739519
763	0.009341104395
764	0.009341091642
765	0.009340714185
766	0.009339496621
767	0.009339422656
768	0.009339017851
769	0.009339005371
770	0.009338878287
771	0.00933882651
772	0.009338701547
773	0.009338578664
774	0.009338566688
775	0.009338533105
776	0.009338519587
777	0.009334065274
778	0.009328620185
779	0.009324893934
780	0.00932477522
781	0.009324662999
782	0.009323712952
783	0.009322734491
784	0.009322380433
785	0.009321824792
786	0.009321808712
787	0.009321750114
788	0.009321532114
789	0.009318014559
790	0.009315031579
791	0.009314824077
792	0.009314194596
793	0.009314138034
794	0.009313236362
795	0.009312612809
796	0.009309819908
797	0.009309313349
798	0.009309186092
799	0.009309075092
800	0.009308599378
801	0.009308491458
802	0.009304033394
803	0.009303423956
804	0.009302486227
805	0.009302472612
806	0.009302454527
807	0.009302403254
808	0.009302293433
809	0.009299025453
810	0.0092985761
811	0.009294448767
812	0.00929425388
813	0.009293373782
814	0.009292784484
815	0.009292680522
816	0.009292189737
817	0.009291639055
818	0.009291516845
819	0.009291415625
820	0.009287576876
821	0.009287478063
822	0.009287380767
823	0.009286549452
824	0.009286453216
825	0.009285991095
826	0.009285941645
827	0.009285756058
828	0.009285707816
829	0.00928529291
830	0.009282256675
831	0.00928224489
832	0.009282233524
833	0.009281733118
834	0.00927973304
835	0.009279722101
836	0.009279628767
837	0.00927886252
838	0.009274160365
839	0.009270022454
840	0.00926748582
841	0.009267417658
842	0.009264901404
843	0.009264476567
844	0.009264254193
845	0.009264191003
846	0.009263234428
847	0.009263222833
848	0.009263211272
849	0.009262947693
850	0.009260602889
851	0.009255830925
852	0.009255653044
853	0.00925560959
854	0.009254391152
855	0.009254301962
856	0.0092542143
857	0.009253048586
858	0.009253029876
859	0.009252820843
860	0.00925232892
861	0.009252149605
862	0.009251228256
863	0.009251218703
864	0.009251134881
865	0.009250468157
866	0.009250428813
867	0.009249551468
868	0.009249354501
869	0.009249008022
870	0.009248928098
871	0.009248916524
872	0.00924805021
873	0.009248003761
874	0.009247992818
875	0.009246525866
876	0.009245472175
877	0.009244400969
878	0.009243439067
879	0.009242996178
880	0.009240992664
881	0.009240832182
882	0.009236445965
883	0.009235986738
884	0.009235705883
885	0.009234605644
886	0.00923379451
887	0.009232794557
888	0.009229428607
889	0.009229244438
890	0.009228975008
891	0.009228715693
892	0.009228555283
893	0.009227611599
894	0.009227327646
895	0.009224693447
896	0.00922464772
897	0.009221559491
898	0.009221386905
899	0.009221115949
900	0.009221107384
901	0.009220770019
902	0.009220001889
903	0.009217135183
904	0.009217060651
905	0.009213178832
906	0.009213133151
907	0.009212976761
908	0.009212968312
909	0.009210288809
910	0.009207789074
911	0.009207748156
912	0.009204131254
913	0.009203970163
914	0.009200600295
915	0.009200203191
916	0.00919996278
917	0.009199731244
918	0.009196561188
919	0.009194213577
920	0.009194168235
921	0.009194096941
922	0.009192401207
923	0.00919225238
924	0.009192243156
925	0.00919141488
926	0.009191397799
927	0.009190877947
928	0.00919071627
929	0.009187786157
930	0.009185296167
931	0.009184814709
932	0.009184170129
933	0.009184028909
934	0.009183937551
935	0.009183894286
936	0.009183886598
937	0.009183284429
938	0.009183241929
939	0.009182739007
940	0.009182001295
941	0.009181993987
942	0.009181712405
943	0.00918156163
944	0.009181546293
945	0.009179983001
946	0.009178250007
947	0.009177558827
948	0.009175364822
949	0.009172741273
950	0.009172525063
951	0.009172376747
952	0.009172252581
953	0.009172210838
954	0.009171580289
955	0.009171472101
956	0.009171405705
957	0.009170795732
958	0.00917052708
959	0.009170387472
960	0.009167932937
961	0.009167886276
962	0.00916774298
963	0.009167605529
964	0.009165987146
965	0.009165972546
966	0.009165908707
967	0.009165902338
968	0.009164583502
969	0.00916423371
970	0.009164099464
971	0.009163287185
972	0.009160722196
973	0.009159106642
974	0.00915907133
975	0.00915862464
976	0.009158525267
977	0.009158463081
978	0.00915844887
979	0.009158411464
980	0.009157784717
981	0.009157702916
982	0.00915769683
983	0.009157680817
984	0.009157665046
985	0.009157502587
986	0.009155178971
987	0.009154758385
988	0.009154503941
989	0.009154134544
990	0.009151794247
991	0.009151504605
992	0.009151373393
993	0.009150603128
994	0.009150597125
995	0.009150556799
996	0.009148568428
997	0.009148433799
998	0.00914692261
999	0.009146681113
